id,title
0,SEE PART 1 OF THIS ARTICLE FOR MORE PICTURES
1,maaaAAAan!
2,a M242 25mm chain gun
3,us out
4,heres an info article
5,Reminds me of a joke
6,The
7,tanks
8,Draftee Nazi Military Was Just Doing Its Job
9,They were tanks
10,Pssst...
11,Welcome to Amerika Comrad
12,RESIST THE CRIMINALIZATION OF DISSENT!
13,TVProducer
14,"Falluja burns, tanks roll in LA"
15,Curious
16,"Uh, Hello?"
17,who going to do it
18,Please don't demonize the soldiers
19,Sorry to spoil your fun...
20,Hey rednecks
21,Hey rednecks
22,Joes Tank
23,Kurt
24,"LA Does Not Even Give Justice, Allow Burning of Courthouses"
25,"Idiots-tanks have treads, not wheels"
26,Dear Dum Dum Leftwing Nutcases
27,To: TVProducer
28,Um
29,You have got gutts
30,nascarblue
31,Mrs
32,fuck the ramones
33,Remember who you are bashing...
34,Was it Veterans' Day?
35,These were APC's not TANKS
36,Distractions
37,In Other Words...
38,ms
39,Now the real truth about the Bradleys...
40,Opps sorry folks...
41,Treason is the crime!
42,armor no coincidence
43,They're Marines
44,Mr
45,They aren't bradleys
46,arearranging deckchairs on Titanic - or whatever
47,Read what Joe said below...
48,Mr
49,well then
50,title
51,One who served
52,One who served
53,heard it before
54,Uncle Dave is just plain wrong
55,soldiers and vets
56,Westwood Anti-Occupation Demonstration Pictures - Part 2 of 2
57,Re: One Who Served
58,YOU FREAKIN' MORONS
59,"""tanks"" no threat...RELAX"
60,Make fucking certain
61,RATM
62,fresca
63,"OOPS, wrong turn?"
64,Accept the LAV
65,Hot air
66,"Demonstration, Opinions & Actions"
67,KhrowAngel comments
68,OCCUPATION AGAINST A NATION
69,Correction to all of you un-educated people on military procedures.
